2012-02-07,-13,769,В 2м/с,-14,767,В 2м/с
2012-02-08,-13,760,В 5м/с,-11,758,В 5м/с
2012-02-09,-12,756,В 3м/с,-16,758,В 3м/с
2012-02-10,-17,762,ЮВ 2м/с,-18,762,ЮВ 2м/с
2012-02-11,-14,763,ЮВ 2м/с,-16,764,ЮВ 2м/с
2012-02-12,-17,766,Ш,-25,766,Ш
