2018-09-17,+19,745,СЗ 2м/с,,,
2018-09-20,+17,746,З 3м/с,+13,746,З 3м/с
2018-09-21,+16,750,СЗ 2м/с,+14,752,СЗ 2м/с
2018-09-22,+22,753,ЮЗ 1м/с,+14,753,ЮЗ 1м/с
2018-09-23,+24,751,Ю 3м/с,+18,749,Ю 3м/с
