2017-11-20,+4,752,ЮВ 2м/с,+1,752,ЮВ 2м/с
2017-11-21,+3,746,В 2м/с,0,745,В 2м/с
2017-11-22,+5,740,В 4м/с,+3,740,В 4м/с
2017-11-23,+4,744,З 2м/с,+3,748,З 2м/с
2017-11-24,+1,749,С 1м/с,+3,749,С 1м/с
2017-11-25,-2,756,З 2м/с,,,
